Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Josh Harrop,Manchester United,23,AM(C),1,90,-,1,41,97.6,1,-,-,8.34
Sergio Romero,Manchester United,32,GK,2,180,-,-,23,71.7,-,13,-,8.17
Demetri Mitchell,Manchester United,22,Defender,1,90,-,2,50,86,1,1,1,8.15
Eden Hazard,Chelsea,28,"M(CLR),FW",36,3007,5,2.4,48.6,84.2,0.5,3.2,0.1,7.81
Alexis Sánchez,Arsenal,30,"M(CLR),FW",36(2),3224,10,2.1,43.3,73.6,0.4,2,0.2,7.76
Paul Pogba,Manchester United,26,M(C),29(1),2610,4,1.9,72.6,85.1,0.2,5.4,0.4,7.72
Harry Kane,Tottenham,25,"AM(C),FW",29(1),2536,7,1.4,19.9,71.7,0.2,0.6,-,7.68
Calum Chambers,Arsenal,24,"D(CR),DMC",1,90,-,-,85,82.4,-,8,-,7.63
Coutinho,Liverpool,27,M(CLR),28(3),2245,7,2.1,45.2,83.9,1.2,2.3,0.2,7.56
Kevin De Bruyne,Manchester City,28,"M(CLR),FW",33(3),2885,18,2.9,50.1,82,2.3,2.3,0.4,7.55
Roberto Firmino,Liverpool,27,"M(CLR),FW",34(1),3069,7,2.2,44.1,79.4,0.3,0.9,0.1,7.54
Christian Eriksen,Tottenham,27,M(CLR),36,3167,15,3.1,54.9,80.2,1.5,3,0.2,7.53
Dimitri Payet,West Ham,32,M(CLR),17(1),1515,6,4.1,42.4,80.7,2.8,2.4,0.2,7.53
Sadio Mané,Liverpool,27,"AM(CLR),FW",26(1),2248,5,1.6,37.8,77.5,0.3,0.9,-,7.51
Romelu Lukaku,Everton,26,"AM(R),FW",36(1),3267,6,1.3,26.1,65.5,0.2,0.5,0.1,7.50
Nicolás Otamendi,Manchester City,31,D(C),29(1),2592,1,0.2,64.9,88.2,-,2.7,-,7.49
Gabriel Jesus,Manchester City,22,"AM(LR),FW",8(2),651,4,1,24.1,81.3,0.1,0.6,-,7.48
Virgil van Dijk,Southampton,27,D(C),21,1854,-,0.3,46.7,84.2,-,4.6,-,7.43
Andy Carroll,West Ham,30,FW,15(3),1314,1,0.8,24.2,58.2,0.2,0.8,-,7.42
Danny Rose,Tottenham,28,"D(L),M(L)",18,1533,2,1.4,43.5,77.3,0.8,3.2,-,7.42
Marcos Alonso,Chelsea,28,"D(CL),M(L)",30(1),2694,3,0.8,40.3,77.8,0.5,1.7,0.1,7.41
Zlatan Ibrahimovic,Manchester United,37,FW,27(1),2437,5,1.7,37.3,73.6,0.1,1.4,0.3,7.41
Diego Costa,Chelsea,30,FW,35,3090,7,1.2,29.5,75.2,-,0.8,0.2,7.41
Wilfried Zaha,Crystal Palace,26,"AM(LR),FW",34(1),3025,9,1.1,19.9,79.9,0.7,0.5,0.1,7.38
Christian Benteke,Crystal Palace,28,FW,36,3138,2,0.9,25.6,59.6,-,0.5,-,7.36
Ander Herrera,Manchester United,29,M(C),27(4),2467,6,1.2,67.4,87.6,0.6,3.7,0.2,7.36
Shkodran Mustafi,Arsenal,27,D(CR),26,2275,2,0.3,60.1,82.7,0.2,2.1,-,7.35
Dele Alli,Tottenham,23,M(CL),35(2),3045,7,1.4,35.9,80.7,-,1.6,0.1,7.35
Sergio Agüero,Manchester City,31,"AM(CL),FW",25(6),2407,3,1,24.9,82.4,0.1,0.5,0.1,7.33
Jordan Henderson,Liverpool,29,M(CLR),24,2118,4,1.3,85.7,85.9,0.7,6.9,0.1,7.30
Mesut Özil,Arsenal,30,M(CLR),32(1),2848,9,3,63.9,86.6,1.8,1.7,0.1,7.30
Aleksandar Kolarov,Manchester City,33,"D(CL),M(L)",27(2),2533,1,0.5,64.1,84.5,0.4,4.2,-,7.30
Jan Vertonghen,Tottenham,32,D(CL),33,2897,-,0.2,62.2,85.3,-,5.1,-,7.28
David Silva,Manchester City,33,M(CLR),31(3),2768,7,2.4,61,87.2,1.1,1.5,0.3,7.28
Wilfred Ndidi,Leicester,22,DMC,17,1522,1,0.4,40.5,75.9,-,1.6,-,7.26
James Milner,Liverpool,33,"D(LR),M(CLR)",36,3160,3,1.6,60.2,79.7,1.5,3.6,0.1,7.26
Michail Antonio,West Ham,29,"D(R),M(CLR),FW",29,2440,3,1.1,22,73,0.8,1,0.1,7.25
Gylfi Sigurdsson,Swansea,29,"M(CLR),FW",37(1),3329,13,2.1,27.4,77,2.3,0.9,0.1,7.25
Laurent Koscielny,Arsenal,33,D(C),33,2824,-,0.1,50.5,87.9,-,2.2,-,7.25
Antonio Valencia,Manchester United,33,"D(R),M(R)",27(1),2483,3,1.1,48.9,85.8,1.5,1.8,-,7.24
Idrissa Gueye,Everton,29,M(C),32(1),2688,1,0.8,57.1,86.3,0.1,2.9,-,7.23
