Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Darron Gibson,Manchester United,31,M(C),1,90,1,1,78,96.2,1,7,-,8.06
Robin van Persie,Arsenal,35,"AM(C),FW",37(1),3334,10,2.4,27.2,78.6,1.3,0.7,0.4,7.80
Wayne Rooney,Manchester United,33,"M(CLR),FW",32(2),2839,4,1.5,50.4,80.7,0.3,5.3,0.2,7.73
Gareth Bale,Tottenham,29,"M(CLR),FW",36,3217,10,2.3,40.2,82.5,1.3,1.6,0.3,7.66
Gylfi Sigurdsson,Swansea,29,"M(CLR),FW",17(1),1500,3,2.8,37.3,84.5,2.1,1.6,0.3,7.63
Luka Modric,Tottenham,33,M(C),36,3216,4,2.6,70.4,87.4,1.3,7.6,0.5,7.59
Brad Jones,Liverpool,37,GK,0(1),64,-,1,25,40,-,8,-,7.55
Antonio Valencia,Manchester United,33,"D(R),M(R)",22(5),2120,13,2.4,44.7,85.6,1.7,1.1,0.1,7.51
David Silva,Manchester City,33,M(CLR),33(3),2819,15,2.9,56.1,87.1,1,1.6,0.5,7.50
Nemanja Vidic,Manchester United,37,D(C),6,502,-,0.7,41.5,81.9,0.2,4.5,-,7.50
Steven Pienaar,Everton,37,M(CL),14,1239,7,2.3,50.8,83.1,0.6,1.6,0.2,7.48
Mikel Arteta,Arsenal,37,M(C),29,2475,2,2.1,76.9,90.8,1,5.2,0.2,7.45
Sergio Agüero,Manchester City,31,"AM(CL),FW",31(3),2602,8,1.7,25.3,86.5,0.1,0.4,0.1,7.45
Nani,Manchester United,32,"M(CLR),FW",24(5),2111,10,2.3,36.2,80.2,1.6,0.5,0.1,7.43
Yaya Touré,Manchester City,36,M(C),31(1),2651,6,1.7,75.6,90.5,0.1,5.5,0.3,7.42
Lucas Leiva,Liverpool,32,"D(C),M(C)",12,1045,-,0.9,57.3,85.6,-,3.9,0.1,7.40
Rafael,Manchester United,28,"D(LR),M(R)",10(2),916,4,0.9,51.3,88.1,0.8,2.1,-,7.39
Patrice Evra,Manchester United,38,"D(CL),M(L)",37,3239,4,1.1,43.5,86.3,0.4,1.4,-,7.38
Gaël Clichy,Manchester City,33,D(L),28,2488,4,1,50.4,85.5,0.7,2.6,0.1,7.37
Papiss Demba Cissé,Newcastle United,34,"AM(R),FW",13(1),1113,1,0.8,24.9,69.6,0.2,0.4,0.1,7.37
Luis Suárez,Liverpool,32,"AM(CLR),FW",29(2),2557,3,2,34.3,75.3,0.4,1.2,0.3,7.35
Michael Carrick,Manchester United,37,"D(C),M(C)",27(3),2513,3,1,73.1,90.1,0.1,6,0.1,7.34
Vincent Kompany,Manchester City,33,D(C),31,2774,1,0.3,53.1,86.6,-,4.2,-,7.32
Juan Mata,Chelsea,31,AM(CLR),29(5),2533,13,3,43.7,87,1.8,2.7,0.4,7.31
Younes Kaboul,Tottenham,33,D(C),33,2904,-,0.2,46.9,84.2,-,3.9,-,7.30
Ben Amos,Manchester United,29,GK,1,90,-,-,25,76,-,6,-,7.30
Stiliyan Petrov,Aston Villa,39,"D(C),M(CR),FW",26(1),2330,2,1.4,43.1,83,0.8,2.3,0.1,7.29
Pablo Zabaleta,Manchester City,34,"D(R),DMC,M(R)",18(3),1549,-,1,39.4,87.4,0.4,0.9,0.1,7.29
Emmanuel Adebayor,Tottenham,35,FW,32(1),2841,11,1.8,34.3,80.8,0.1,1,0.2,7.29
James Morrison,West Bromwich Albion,33,M(CR),23(7),2132,5,2,39.4,82.7,1.1,1.4,0.2,7.28
Clint Dempsey,Fulham,36,"M(CL),FW",37,3325,6,1.5,35.3,83,0.1,0.8,0.3,7.28
Mousa Dembélé,Fulham,31,M(CR),33(3),2941,2,1.4,46.7,88.6,0.1,1.3,0.1,7.27
Yohan Cabaye,Newcastle United,33,M(C),34,2839,6,1.6,42.7,80.4,1.1,2.8,0.2,7.26
