Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Eden Hazard,Chelsea,28,"M(CLR),FW",38,3379,14,9,2.1,2.6,4.8,3,0.1,2.7,2.1,7.96
Alexis Sánchez,Arsenal,30,"M(CLR),FW",34(1),2953,16,8,3.5,2.3,3.3,2.1,0.2,3.3,2.1,7.81
Sergio Agüero,Manchester City,31,"AM(CL),FW",30(3),2540,26,8,4.5,1,2.6,0.8,1,2.7,1.9,7.67
Cesc Fàbregas,Chelsea,32,"M(CL),FW",33(1),2890,3,18,1.3,2.8,1.1,1.1,-,1.4,1,7.62
Santi Cazorla,Arsenal,34,M(CLR),33(4),2992,7,11,2.5,2.1,2.4,1.6,0.1,1.5,1,7.60
Mesut Özil,Arsenal,30,M(CLR),21(1),1860,4,5,1.3,3.1,2.4,1.2,0.4,1.7,1.5,7.57
Mile Jedinak,Crystal Palace,34,"D(C),DMC",24,2081,5,3,1.3,0.6,0.1,1.3,-,0.4,0.2,7.55
David Silva,Manchester City,33,M(CLR),32,2661,12,7,2.1,2.9,1.6,1.4,0.1,2.3,1.3,7.53
Phil Jones,Manchester United,27,"D(CR),DMC",22,1879,-,-,0.1,0.2,0.7,1.3,-,0.2,0.2,7.51
Morgan Schneiderlin,Southampton,29,DMC,24(2),2188,4,1,1.2,0.8,0.6,0.7,-,0.8,0.6,7.51
Nemanja Matic,Chelsea,30,DMC,35(1),3124,1,3,0.8,0.7,1.5,0.6,0.2,1.2,0.5,7.50
Francis Coquelin,Arsenal,28,M(CLR),19(3),1663,-,-,0.2,0.2,1,0.8,-,1.1,0.6,7.47
Victor Moses,Stoke,28,M(CLR),19,1455,3,3,2.2,1.7,3.3,1.8,0.2,1.8,1.9,7.45
Diego Costa,Chelsea,30,FW,24(2),2085,20,3,2.9,1.6,1.1,1,1,2.7,2.2,7.43
Robert Huth,Leicester,34,D(C),14,1180,1,-,1.1,-,0.1,0.5,0.1,0.3,0.3,7.42
Yaya Touré,Manchester City,36,M(C),27(2),2357,10,1,3.1,1.1,1.8,0.6,-,1.3,0.8,7.40
James Tomkins,West Ham,30,D(CR),20(2),1852,1,3,0.8,0.5,0.1,1,-,0.1,0.1,7.40
Laurent Koscielny,Arsenal,33,D(C),26(1),2288,3,-,0.3,0.1,0.3,0.6,0.1,0.2,0.3,7.40
Federico Fazio,Tottenham,32,D(C),20,1777,-,-,0.6,0.2,0.4,0.4,-,0.2,0.5,7.39
Gaël Clichy,Manchester City,33,D(L),23,2058,1,3,0.3,1.1,1,0.4,0.1,0.7,0.7,7.38
Gabriel Paulista,Arsenal,28,D(CR),4(2),349,-,1,0.3,0.2,-,0.3,-,0.2,-,7.36
Boaz Myhill,West Bromwich Albion,36,GK,10(1),934,-,-,-,-,-,-,-,-,-,7.36
Chris Smalling,Manchester United,29,D(CR),21(4),1880,4,-,0.7,0.2,0.6,0.4,-,0.3,0.2,7.34
Jonás Gutiérrez,Newcastle United,35,"D(LR),M(CLR)",6(4),634,1,1,1,0.5,3,1.8,-,1,0.6,7.34
